WKT,nama,deskripsi
"POINT (106.8229198 -6.1944491)",Jakarta,
"POLYGON ((106.7246675 -6.0894341, 106.7040681 -6.0948963, 106.6855287 -6.0989928, 106.6855287 -6.1037721, 106.696515 -6.1105996, 106.6862154 -6.1276679, 106.6923952 -6.1358605, 106.6834688 -6.144053, 106.6917085 -6.174091, 106.7171144 -6.189792, 106.7246675 -6.1966184, 106.7143678 -6.2232405, 106.7445802 -6.2314316, 106.7535066 -6.2730678, 106.7754793 -6.3174307, 106.8084383 -6.3174307, 106.7919588 -6.3522358, 106.7960786 -6.3652018, 106.8386507 -6.354283, 106.8386507 -6.338587, 106.8516969 -6.3392694, 106.8633699 -6.3556479, 106.8743562 -6.3570127, 106.8901491 -6.3720258, 106.9073152 -6.3645193, 106.9210481 -6.3263028, 106.9231081 -6.3003685, 106.9128084 -6.294226, 106.9073152 -6.2703377, 106.9086885 -6.2553216, 106.9457674 -6.2498612, 106.9498872 -6.2198275, 106.9670534 -6.2075404, 106.9718599 -6.1003583, 106.7246675 -6.0894341))",Poligon Kota DKI Jakarta
,
