WKT,nama,deskripsi
"POLYGON ((106.8048316 -6.2247081, 106.8087369 -6.2221057, 106.8083935 -6.2212951, 106.8083506 -6.21801, 106.8083935 -6.2159196, 106.8070632 -6.2158342, 106.8062263 -6.2155782, 106.8062478 -6.214469, 106.806398 -6.2134238, 106.8061619 -6.2133598, 106.8061619 -6.2127411, 106.7982441 -6.2146397, 106.798287 -6.2155356, 106.7964416 -6.2156636, 106.7963772 -6.2160475, 106.7960339 -6.2160902, 106.7957764 -6.2167302, 106.7960339 -6.2172421, 106.7964845 -6.2173061, 106.7967635 -6.217882, 106.7968493 -6.2185007, 106.7984801 -6.2185433, 106.7984372 -6.2205058, 106.8005615 -6.2215297, 106.8027287 -6.2223403, 106.8036299 -6.2231296, 106.8048316 -6.2247081))",Poligon Gelora Bung Karno,
