WKT,nama,deskripsi
"POLYGON ((106.8512624 -6.2330477, 106.8509191 -6.2327917, 106.850683 -6.233325, 106.850683 -6.2335169, 106.850683 -6.2340502, 106.8508976 -6.2344768, 106.8515843 -6.2349461, 106.8523567 -6.2354154, 106.8527859 -6.2362899, 106.8521851 -6.2382523, 106.8521207 -6.238615, 106.8517988 -6.2398095, 106.8526142 -6.2419852, 106.8539661 -6.2420705, 106.8530219 -6.2406627, 106.8528717 -6.2402148, 106.8530863 -6.2386576, 106.8536442 -6.2368232, 106.8533438 -6.2347328, 106.8528288 -6.2347541, 106.8525499 -6.2335809, 106.8513911 -6.2335383, 106.8512624 -6.2330477))",Poligon Tebet Echo Park,
