WKT,nama,deskripsi
"POINT (110.3647568 -7.801367200000001)",Yogyakarta,
"POLYGON ((110.0212223 -7.8797645, 110.7902652 -8.2767855, 110.7573063 -8.0320926, 110.7875187 -7.8607195, 110.7737857 -7.825348, 110.5430729 -7.7899734, 110.4908878 -7.7627602, 110.4496891 -7.5449914, 110.2684146 -7.6919975, 110.2739078 -7.6402789, 110.1173526 -7.6484454, 110.1420719 -7.678388, 110.1255924 -7.7437099, 110.0212223 -7.8797645))",Poligon DIY Yogyakarta
,
